warscroll_id|line|name|description|legend|ability_type|is_reaction|condition|keywords|ability_phase|points_type|points|
000000937|1|Lord of the Infected Legions|<b>Effect:</b> Add 1 to <a href="">wound rolls</a> for <a href="">combat attacks</a> made by friendly <a href="/aos4/factions/maggotkin-of-nurgle/Rotswords"><b>Rotswords</b></a> units that did not <a href="">charge</a> this turn while they are wholly within 12" of this unit.|Under the rheumy gaze of a Lord of Plagues, Rotswords will repel those foolish enough to try to break their diseased ranks.|Offensive|false|Passive||Combat Phase|||
000000937|2|Sevenfold Slaughter|<b>Declare:</b> Pick a friendly <a href="/aos4/factions/maggotkin-of-nurgle/Rotswords">Rotswords</a> unit that did not <a href="">charge</a> this turn and is wholly within 12" of this unit to be the target.<br><br><b>Effect:</b> Roll a dice. On a 2+, add 1 to the Attacks characteristic of the target’s <b>Ruined Master-crafted Weapons</b> for the rest of the turn.|A Lord of Plagues drives their warriors to keep hacking at the foe until they are reduced to nothing more than twitching, filth-streaked offal.|Offensive|false|Any Combat Phase||Combat Phase|||
000000938|1|Captain of the Plague Legions|<b>Effect:</b> Pick a friendly <a href="/aos4/factions/maggotkin-of-nurgle/Plaguebearers"><b>Plaguebearers</b></a> unit that has not used a <a href="/aos4/the-rules/the-core-rules/#Fight-Abilities"><span class="kwb">FIGHT</span> ability</a> this turn and is within this unit’s <a href="/aos4/the-rules/the-core-rules/#Combat-Range">combat range</a> to be the target. The target can be picked to use a <span class="kwb">FIGHT</span> ability immediately after the <span class="kwb">FIGHT</span> ability used by this unit has been resolved. If it is picked to do so, add 1 to the Attacks characteristic of the target’s melee weapons for the rest of the turn.|Poxbringers lead their fellow Plaguebearers into battle and ensure that the orders of the Great Unclean Ones are followed to the letter.|Offensive|true|Reaction: You declared a %000010870<ky>FIGHT</ky> ability% for this unit||Combat Phase|||
000000939|1|Jolly Gutpipes|<b>Declare:</b> Pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> friendly <span class="tooltip00182" data-tooltip-content="#tooltip_content00182" data-tooltip-anchor="#tooltip_content00182"><span class="kwb">MAGGOTKIN</span> <span class="kwb2">OF</span> <span class="kwb">NURGLE</span> <span class="kwb">DAEMON</span></span> unit wholly within 12" of this unit or a visible enemy unit within 12" of this unit to be the target.<br><br><b>Effect:</b> If you picked a friendly unit to be the target, roll a dice. If the roll equals or exceeds the target’s <a href="/aos4/the-rules/the-core-rules/#Terrain-Control">Control</a> characteristic, add 2 to <a href="">run rolls</a> and <a href="/aos4/the-rules/the-core-rules/#Charge-Phase">charge rolls</a> for the target until the start of your next turn.<br><br>If you picked an enemy unit to be the target, roll a dice. If the roll equals or exceeds the target’s Control characteristic, until the start of your next turn, while this unit is on the battlefi|With a parp and a honk from their gutpipes, a Sloppity Bilepiper entertains their fellow daemons while ensuring their foes remain a captive audience.|Special|false|Once Per Turn (Army), Your Hero Phase||Hero Phase|||
000000941|1|Keep Counting, I’m Watching You|<b>Declare:</b> Pick a friendly <a href="/aos4/factions/maggotkin-of-nurgle/Plaguebearers"><b>Plaguebearers</b></a> unit wholly within 12" of this unit to be the target.<br><br><b>Effect:</b> Roll a D6. On a 2+, pick 1 of the following effects to apply until the start of your next turn:<br><br><i><b>Tally of Blows:</b></i> Add 1 to <a href="">wound rolls</a> for the target’s <a href="">combat attacks</a>.<br><i><b>Recorded Stamina:</b></i> Add 5 to the target’s <a href="/aos4/the-rules/the-core-rules/#Objective-Control">control score</a>.|Spoilpox Scriveners are responsible for making sure that the Plaguebearers of the tallybands do not shirk their duties.|Special|false|Once Per Turn (Army), Your Hero Phase||Hero Phase|||
000000941|2|Stupefying Sneezes|<b>Declare:</b> Pick an enemy <span class="kwb">MONSTER</span> that had any damage points allocated to it this phase by this unit’s <a href="">shooting attacks</a> to be the target.<br><br><b>Effect:</b> The target cannot use <span class="kwb">RAMPAGE</span> abilities until the start of your next turn.|The thick mucus ejected by a Spoilpox Scrivener is so revolting that those hit by it are overwhelmed by disgust.|Special|false|Once Per Turn (Army), Any Shooting Phase||Shooting Phase|||
000000942|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of <b>Bilespurter’s Claws</b> is 3.||Damage|false|Passive||Start of Turn|||
000000942|2|Miasma of Pestilence|<b>Declare:</b> Pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> friendly unit within 12" of this unit to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> of 2D6.<br><br><b>Effect:</b> Until the start of your next turn, other than the <a href="">Companion</a> weapon ability, weapon abilities for attacks that target that friendly unit have no effect.|Bloab Rotspawned completes a complicated gesture in the air and a vile mist rises from the ground around his target.|Defensive|false|Your Hero Phase|Spell|Hero Phase|Spell|6|
000000942|3|Daemon Flies|<b>Declare:</b> Pick an enemy <span class="kwb">MONSTER</span> <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> with this unit to be the target.<br><br><b>Effect:</b> Roll a dice. On a 3+, subtract 1 from the Attacks characteristic of the target’s melee weapons for the rest of the turn.|The whirling fly-storm that surrounds Bloab protects him from harm.|Defensive|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
000000943|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of <b>Ghurk’s Tentacle</b> is 3.||Damage|false|Passive||Start of Turn|||
000000943|2|Overgrowth of Flesh|<b>Declare:</b> Pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> enemy unit within 12" of this unit to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> of 2D6.<br><br><b>Effect:</b> Roll a number of dice equal to the target’s Health characteristic. For each 5+, inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target, to a maximum of 7 mortal damage. If any mortal damage was inflicted on the target, and the target was not a <a href="/aos4/the-rules/the-core-rules/#Manifestations"><span class="kwb">MANIFESTATION</span></a> or <a href="/aos4/the-rules/the-core-rules/#Terrain-2025-26">terrain feature</a>, it has the <a href="/aos4/factions/maggotkin-of-nurgle/#Battle-Traits"><span class="kwb">DISEASED</span></a> keyword.|For all his endless grumbling, Ethrac Glott is not miserly in doling out Nurgle’s bountiful gifts.|Offensive|false|Your Hero Phase|Spell|Hero Phase|Spell|6|
000000943|3|Horrific Opponent|<b>Effect:</b> Subtract 5 from the <a href="/aos4/the-rules/the-core-rules/#Objective-Control">control scores</a> of enemy units while they are <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> with this unit.|So terrifying are the Brothers Glott that enemy lines are sent into disarray at the very sight of them.|Control|false|Passive||End of Turn|||
000000943|4|Blighted Stampede|<b>Effect:</b> Pick up to 2 friendly <span class="kwb">MAGGOTKIN</span> <span class="kwb2">OF</span> <span class="kwb">NURGLE</span> units wholly within 12" of this unit to be the targets. After the ‘<a href="">Counter-charge</a>’ command for this unit has been resolved, if this unit <a href="">charged</a>, each of the targets can immediately use the ‘Counter-charge’ command in an order of your choosing without any command points being spent.|At a signal from his brothers, the usually ponderous Ghurk launches into an earthshaking counter-charge. Nearby Maggotkin are quick to take advantage of the enemy’s shock at his sudden turn of speed.|Movement|true|Once Per Turn (Army), Reaction: You declared the ‘%000009844Counter-charge%’ command for this unit|Rampage|Charge Phase|||
000000943|5|Tentacle Trap|<b>Declare:</b> Pick an enemy <span class="kwb">HERO</span> or <span class="kwb">MONSTER</span> <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> with this unit to be the target<br><br><b>Effect:</b> Roll a dice. On a 4+, for the rest of the turn:<br><ul><li>The target cannot move and cannot be removed from the battlefield by an ability that would allow it to be <a href="/aos4/the-rules/the-core-rules/#Setting-Up-Units">set up</a> elsewhere on the battlefield.</li><li>Add 1 to <a href="">hit rolls</a> for <a href="">combat attacks</a> that target that enemy unit.</li></ul>|Ghurk wraps his boil-covered appendage around an unfortunate enemy hero.|Special|false|Any Combat Phase||Combat Phase|||
000000944|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of its <b>Colossal Blight Weapons</b> is 3.||Damage|false|Passive||Start of Turn|||
000000944|2|Plague Wind|<b>Declare:</b> Pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> enemy unit within 12" of this unit to be the target. You cannot pick a <a href="/aos4/the-rules/the-core-rules/#Manifestations"><span class="kwb">MANIFESTATION</span></a> or <a href="/aos4/the-rules/the-core-rules/#Terrain-2025-26">terrain feature</a>. Then, make a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> of 2D6.<br><br><b>Effect:</b> The target has the <a href="/aos4/factions/maggotkin-of-nurgle/#Battle-Traits"><span class="kwb">DISEASED</span></a> keyword.|With a satisfied belch, the greater daemon unleashes a gust of putrid air that smothers the battlefield.|Special|false|Your Hero Phase|Spell|Hero Phase|Spell|7|
000000944|3|Locus of Nurgle|<b>Declare:</b> Pick a friendly <span class="tooltip00182" data-tooltip-content="#tooltip_content00182" data-tooltip-anchor="#tooltip_content00182"><span class="kwb">MAGGOTKIN</span> <span class="kwb2">OF</span> <span class="kwb">NURGLE</span> <span class="kwb">DAEMON</span></span> unit that started the battle with 3 or more models and that has been destroyed to be the target.<br><br><b>Effect:</b> <a href="/aos4/the-rules/the-core-rules/#Setting-Up-Units">Set up</a> a <a href="/aos4/the-rules/the-core-rules/#Replacement-Units">replacement unit</a> with half the number of models from the target unit (rounding up) wholly within 6" of this unit or a friendly <a href="/aos4/factions/maggotkin-of-nurgle/Feculent-Gnarlmaw">Feculent Gnarlmaw</a> and more than 9" from all enemy units.|The Great Unclean calls upon Grandfather Nurgle to tear a rift in reality through which loathsome, foetid daemons can spill.|Rallying|false|Once Per Turn (Army), Your Movement Phase||Movement Phase|Command|1|
000000944|4|Bloated with Corruption|<b>Declare:</b> If this unit is damaged, pick up to 3 enemy units <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> with this unit to be the targets.<br><br><b>Effect:</b> Roll a D3 for each target. On a 2+, inflict an amount of <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target equal to the roll.|Should a Great Unclean One be wounded, the noxious effluvia within its swollen body will burst forth in a flesh-melting spray.|Offensive|false|Once Per Turn (Army), End of Any Turn|Rampage|End of Turn|||
000000945|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of <b>Tripletongue’s Claws</b> is 3.||Damage|false|Passive||Start of Turn|||
000000945|2|Lord of Nurglings|<b>Effect:</b> While any friendly <a href="/aos4/factions/maggotkin-of-nurgle/Nurglings"><b>Nurglings</b></a> units are wholly within 12" of this unit:<br><ul><li>Ignore the first damage point that would be allocated to that <b>Nurglings</b> unit each phase.</li><li>That <b>Nurglings</b> unit can ignore the effect of the ‘Beast’ ability.</li></ul>|Nurglings follow their mortal champion into battle with boundless enthusiasm.|Special|false|Passive||Start of Turn|||
000000945|3|Tide of Nurglings|<b>Declare:</b> Pick up to 2 friendly <a href="/aos4/factions/maggotkin-of-nurgle/Nurglings"><b>Nurglings</b></a> units wholly within 12" of this unit to be the targets.<br><br><b>Effect:</b> Roll a dice for each target. On a 2+:<br><ul><li>If the target is not <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a>, it can move a number of inches equal to the roll but cannot end that move in combat.</li><li>If the target is in combat, it can make a <a href="/aos4/the-rules/the-core-rules/#Pile-in-Moves">pile-in move</a>.</li></ul>|Morbidex’s pox maggoth bellows out a gurgling roar that drives nearby swarms of Nurglings into a frenzy.|Offensive|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
000000945|4|Gigantic Nurgling-kin|<b>Effect:</b> <b><a href="/aos4/the-rules/the-core-rules/#Healing">Heal (X)</a></b> this unit, where <b>X</b> is half the number of damage points this unit has (rounding up).|Morbidex has come to resemble the Nurglings physically and has gained much of their unnatural resilience.|Defensive|false|End of Any Turn||End of Turn|||
000000946|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of <b>Whippermaw’s Claws</b> is 3.||Damage|false|Passive||Start of Turn|||
000000946|2|Acid Ichor|<b>Effect:</b> Each time you make an unmodified <a href="">save roll</a> of 6 for a combat attack that targets this unit, inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the attacking unit after the <a href="/aos4/the-rules/the-core-rules/#Fight-Abilities"><span class="kwb">FIGHT</span> ability</a> has been resolved.|Whenever Orghotts’s flesh is cut open, a gout of daemonic ichor spews out with shocking force. Its vitriolic potency is enough to burn through steel and dissolve the flesh beneath.|Offensive|false|Passive||Defensive reaction|||
000000946|3|Grasping Tongue|<b>Declare:</b> Pick an enemy unit <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> with this unit to be the target.<br><br><b>Effect:</b> Roll a dice. On a 3+, add 1 to <a href="">wound rolls</a> for <a href="">combat attacks</a> made by friendly <span class="tooltip00183" data-tooltip-content="#tooltip_content00183" data-tooltip-anchor="#tooltip_content00183"><span class="kwb">MAGGOTKIN</span> <span class="kwb2">OF</span> <span class="kwb">NURGLE</span></span> units that target that enemy unit for the rest of the turn.|The massive pox maggoth Whippermaw lashes its tongue around its hapless victim, preparing to devour them.|Offensive|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
000000947|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of its <b>Gnarlrod</b> is 3.||Damage|false|Passive||Start of Turn|||
000000947|2|Bringer of Plenty|<b>Effect:</b> Add 1 to <a href="/aos4/the-rules/the-core-rules/#Spells">casting rolls</a> for friendly <span class="kwb">MAGGOTKIN</span> <span class="kwb2">OF</span> <span class="kwb">NURGLE</span> units while they are wholly within 12" of this unit.|Rotigus is a masterful sorcerer, able to bind the energies of decay. His spells inspire grotesque fecundity and flesh-growth, stimulated by the arcane deluge that follows him.|Special|false|Passive||Hero Phase|||
000000947|3|Mountain of Loathsome Flesh|<b>Declare:</b> If this unit <a href="">charged</a> this phase, roll a dice. On a 3+, pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> enemy unit within 1" of it to be the target.<br><br><b>Effect:</b> Roll a number of dice equal to the number of models in the target unit. For each 5+, inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target.|Rotigus is a corpulent abomination; when he goes on a rampage, enemies caught in his path are often swallowed up and crushed between his great rolls of blubber.|Offensive|false|Once Per Turn (Army), Any Charge Phase|Rampage|Charge Phase|||
000000947|4|Deluge of Nurgle|<b>Declare:</b> Pick each enemy unit within 18" of this unit to be the enemy targets, then pick each friendly <span class="kwb">MAGGOTKIN</span> <span class="kwb2">OF</span> <span class="kwb">NURGLE</span> unit within 18" of this unit to be the friendly targets. Then, make a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> of 2D6.<br><br><b>Effect:</b> Inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on each enemy target and <b><a href="/aos4/the-rules/the-core-rules/#Healing">Heal (1)</a></b> each friendly target.<br><br>Then, until the start of your next turn, if an ability would heal or <a href="/aos4/the-rules/the-core-rules/#Returning-and-Adding-Models">return any slain models</a> to an enemy unit while they are within 18" of this unit, that ability does not heal any damage points or return any slain models to it.|Rotigus has an affinity with the plagued downpours that spill from Nurgle’s cauldron, and he is able to influence where the blighted rains fall.|Special|false|Your Hero Phase|Spell|Hero Phase|Spell|8|
000000949|1|Beast|<b>Effect:</b> This unit has a maximum <a href="/aos4/the-rules/the-core-rules/#Objective-Control">control score</a> of 1.||Control|false|Passive||End of Turn|||
000000949|2|Endless Swarm|<b>Declare:</b> This unit can only use this ability if it has been destroyed.<br><br><b>Effect:</b> <a href="/aos4/the-rules/the-core-rules/#Setting-Up-Units">Set up</a> a <a href="/aos4/the-rules/the-core-rules/#Replacement-Units">replacement unit</a> wholly within 6" of a friendly <a href="/aos4/factions/maggotkin-of-nurgle/Feculent-Gnarlmaw"><b>Feculent Gnarlmaw</b></a> and more than 9" from all enemy units.|The presence of Nurglings in the realms continuously draws more of their number from the Grandfather’s Garden, making their swarms extremely hard to eradicate.|Rallying|false|Once Per Turn (Army), End of Any Turn||End of Turn|||
000000950|1|Dispersed Formation|<b>Effect:</b> This unit has a <a href="/aos4/the-rules/the-core-rules/#Coherency">coherency</a> range of 2".|These warriors maintain a wide formation, enabling more precise strikes and greater battlefield control.|Special|false|Passive||Start of Turn|||
000000950|2|Ripe Pastures|<b>Effect:</b> This unit can use <span class="kwb">CHARGE</span> abilities even if it used a <span class="kwb">RETREAT</span> ability in the same turn. In addition, no <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> is inflicted on this unit by <span class="kwb">RETREAT</span> abilities.|Rot Flies buzz across the battlefield, consuming their enemies before moving on to fresh targets, their retreat covered by a repulsive cloud of decaying flesh.|Movement|false|Passive||Movement Phase|||
000000951|1|Dispersed Formation|<b>Effect:</b> This unit has a <a href="/aos4/the-rules/the-core-rules/#Coherency">coherency</a> range of 2".|These warriors maintain a wide formation, enabling more precise strikes and greater battlefield control.|Special|false|Passive||Start of Turn|||
000000951|2|Relentless Attackers|<b>Effect:</b> Add 1 to the Rend characteristic of this unit’s <span class="kwb">FLYRIDER’S</span> <span class="kwb">ARSENAL</span> for attacks that target units <a href="/aos4/the-rules/the-core-rules/#Contesting-Objectives">contesting an objective</a>.|Blightlords descend from fume-choked skies to smash Nurgle’s most stubborn enemies to ruin.|Offensive|false|Passive||Combat Phase|||
000000952|1|Discomfiting Stench|<b>Declare:</b> Pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> enemy <span class="kwb">WIZARD</span> or <span class="kwb">PRIEST</span> within 12" of this unit to be the target.<br><br><b>Effect:</b> Roll a dice.<br><ul><li>If the target is a <span class="kwb">WIZARD</span> and the roll exceeds the target’s <a href="/aos4/the-rules/the-core-rules/#Power-Level">power level</a>, until the start of your next turn, each time a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> for the target includes 2 or more rolls of 1, 2 or more rolls of 2 or 2 or more rolls of 3, the spell is <a href="/aos4/the-rules/the-core-rules/#Spells">miscast</a>.</li><li>If the target is a <span class="kwb">PRIEST</span> and the roll exceeds the target’s power level, until the start of your next turn, each time your opponent makes an unmodified <a href="/aos4/the-rules/the-core-rules/#Prayers">chanting roll</a> of 1 or 2 for the target, the prayer fails, its effect is not resolved and your oppone|So disturbing is the Blightkings’ odour that it can cause those with arcane or divine might to lose their focus.|Special|false|Once Per Turn (Army), End of Any Turn||End of Turn|||
000000959|1|Riddled With Disease|<b>Effect:</b> Each time a friendly <span class="tooltip00182" data-tooltip-content="#tooltip_content00182" data-tooltip-anchor="#tooltip_content00182"><span class="kwb">MAGGOTKIN</span> <span class="kwb2">OF</span> <span class="kwb">NURGLE</span> <span class="kwb">DAEMON</span></span> unit wholly within 12" of this <a href="/aos4/the-rules/the-core-rules/#Terrain-2025-26">terrain feature</a> uses the ‘<a href="">Rally</a>’ command, you can make 1 additional rally roll of D6. If that unit is a <span class="tooltip00184" data-tooltip-content="#tooltip_content00184" data-tooltip-anchor="#tooltip_content00184"><span class="kwnon">non-</span><span class="kwb">HERO</span></span> unit, you can make 3 additional rally rolls of D6 instead.|The vapours emanating from a Feculent Gnarlmaw are laden with plagues and disease that further empower the Garden’s denizens.|Rallying|false|Passive||Hero Phase|||
000000959|2|Rot-Blossom|<b>Effect:</b> Friendly <span class="tooltip00185" data-tooltip-content="#tooltip_content00185" data-tooltip-anchor="#tooltip_content00185"><span class="kwb">ROTBRINGERS</span></span> units have <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">WARD (5+)</a> while they are wholly within 12" of this <a href="/aos4/the-rules/the-core-rules/#Terrain-2025-26">terrain feature</a>|Nurgle’s mortal warriors revel in the decaying blossoms that fall from a Feculent Gnarlmaw.|Defensive|false|Passive||Defensive reaction|||
000000959|3|Tendrils of Corruption|<b>Effect:</b> For the rest of the phase, this terrain feature has a Move characteristic of 3" and can immediately move 3". It cannot move through or end that move within the <a href="/aos4/the-rules/the-core-rules/#Combat-Range">combat ranges</a> of enemy units and it cannot end that move on an <a href="/aos4/the-rules/the-core-rules/#Objectives">objective</a> or another <a href="/aos4/the-rules/the-core-rules/#Terrain-2025-26">terrain feature</a>.<br><br><b>Designer’s Note:</b> <i>This terrain feature cannot use <span class="kwb">MOVE</span>, <span class="kwb">RUN</span>, <span class="kwb">RETREAT</span> or <span class="kwb">CHARGE</span> abilities.</i>|Blighted roots worm their way underground as the Feculent Gnarlmaw slowly drags itself across the land.|Movement|false|Any Movement Phase||Movement Phase|||
000000981|1|Beast|<b>Effect:</b> This unit has a maximum <a href="/aos4/the-rules/the-core-rules/#Objective-Control">control score</a> of 1.||Control|false|Passive||End of Turn|||
000000981|2|On The Hunt|<b>Effect:</b> This unit can use a <span class="kwb">RUN</span> ability and still use <span class="kwb">CHARGE</span> abilities later in the turn.|Unlike most undead, Dire Wolves have lost almost none of the swiftness they possessed in life and are forever hungry for warm flesh.|Movement|false|Passive||Charge Phase|||
000000984|1|The Reliquary|<b>Effect:</b> When this unit is <a href="/aos4/the-rules/the-core-rules/#Setting-Up-Units">set up</a> for the first time, place a <b>stored energy dice</b> beside it with the ‘1’ facing up. Each time a friendly <span class="tooltip00186" data-tooltip-content="#tooltip_content00186" data-tooltip-anchor="#tooltip_content00186"><span class="kwb">SOULBLIGHT</span> <span class="kwb">GRAVELORDS</span> <span class="kwb">WIZARD</span></span> successfully casts a spell while it is within 12" of this unit, increase the value of the <b>stored energy dice</b> beside this unit by 1 (to a maximum of 6).|When the amethyst magics that thrum through a Mortis Engine reach a crescendo, its Corpsemaster custodian can unleash them as a lethal bow wave of power.|Special|false|Passive||Start of Turn|||
000000984|2|Nexus of Death Energy|<b>Effect:</b> When a friendly <span class="tooltip00187" data-tooltip-content="#tooltip_content00187" data-tooltip-anchor="#tooltip_content00187"><span class="kwb">DEATHRATTLE</span></span> or <span class="tooltip00188" data-tooltip-content="#tooltip_content00188" data-tooltip-anchor="#tooltip_content00188"><span class="kwb">DEADWALKERS</span></span> unit wholly within 12" of this unit is picked to be the target of the ‘<a href="/aos4/factions/soulblight-gravelords/#Battle-Traits">Deathly Invocation</a>’ ability, add D3 to the number of damage points that can be healed or the combined Health characteristic of models that can be returned.|Mortis Engines are constructed around the remains of a slain Necromancer, who acts as a locus for the magics of the underworlds.|Rallying|false|Passive||Hero Phase|||
000000984|3|Wave of Power|<b>Declare:</b> Pick up to 3 enemy units within 10" of this unit to be the targets.<br><br><b>Effect:</b> Roll a dice for each target. On a 3+, inflict an amount of <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target equal to the value of this unit’s <b>stored energy dice</b>. Then, change the value of the <b>stored energy dice</b> back to 1.|With arms held aloft, the Corpsemaster discharges the energy stored within the Mortis Engine, searing the life force from those nearby.|Offensive|false|Once Per Turn (Army), Your Shooting Phase||Shooting Phase|||
000000985|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of its <b>Skeletal Talons</b> is 4.||Damage|false|Passive||Start of Turn|||
000000985|2|Gaping Maw|<b>Effect:</b> Each time an attack made with this unit’s <b>Fanged Maw</b> scores a <a href="">critical hit</a>, that attack inflicts 6 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target unit and the attack sequence ends.|This horrific creature bites a great chunk out of its prey – or even swallows it whole.|Offensive|false|Passive||Combat Phase|||
000000985|3|Sonic Assault|<b>Declare:</b> If this unit <a href="">charged</a> this turn, pick an enemy unit <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> with it to be the target.<br><br><b>Effect:</b> Roll a dice for each model in the target unit.<br><br>If 3 or more of the dice have the same value, for the rest of the turn, this unit has <a href="/aos4/the-rules/the-core-rules/#Strike-first-and-Strike-last">STRIKE-FIRST</a>.<br><br>If 6 or more of the dice have the same value, for the rest of the turn, this unit has <span class="kwb">STRIKE-FIRST</span> and the target cannot use <a href="/aos4/the-rules/the-core-rules/#Commands-2025-26">commands</a>.|With a barrage of ear-piercing shrieks, the Terrorgheist drops from the sky to savage its stunned prey.|Offensive|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
000000988|1|Undead Minions|<b>Effect:</b> While this unit is within the <a href="/aos4/the-rules/the-core-rules/#Combat-Range">combat range</a> of a friendly <span class="tooltip00187" data-tooltip-content="#tooltip_content00187" data-tooltip-anchor="#tooltip_content00187"><span class="kwb">DEATHRATTLE</span></span> or <span class="tooltip00188" data-tooltip-content="#tooltip_content00188" data-tooltip-anchor="#tooltip_content00188"><span class="kwb">DEADWALKERS</span></span> unit:<br><ul><li>This unit has <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">WARD (4+)</a>.</li><li>Each time you make a successful ward roll for this unit, allocate 1 damage point to a friendly <span class="kwb">DEATHRATTLE</span> or <span class="kwb">DEADWALKERS</span> unit within this unit’s combat range after the damage sequence for this unit has been resolved (ward rolls cannot be made for those damage points).</li></ul>|Necromancers are obsessed with staving off death and will sacrifice any number of their resurrected servants to protect themselves.|Defensive|false|Passive||Defensive reaction|||
000000988|2|Vanhel’s Danse Macabre|<b>Declare:</b> Pick a friendly <span class="tooltip00187" data-tooltip-content="#tooltip_content00187" data-tooltip-anchor="#tooltip_content00187"><span class="kwb">DEATHRATTLE</span></span> or <span class="tooltip00188" data-tooltip-content="#tooltip_content00188" data-tooltip-anchor="#tooltip_content00188"><span class="kwb">DEADWALKERS</span></span> unit wholly within 12" of this unit to be the target.<br><br><b>Effect:</b> The target can use 2 <a href="/aos4/the-rules/the-core-rules/#Fight-Abilities"><span class="kwb">FIGHT</span> abilities</a> this phase. After the first is used, the target has <a href="/aos4/the-rules/the-core-rules/#Strike-first-and-Strike-last">Strike-last</a> for the rest of the turn.|The undead are filled with magical energy that causes them to jerk forwards and attack with tireless, unnatural speed.|Offensive|false|Once Per Turn (Army), Your Combat Phase||Combat Phase|Command|1|
000000990|1|Sanguine Blur|<b>Effect:</b> Roll a dice. On a 3+, remove this unit from the battlefield and set it up again on the battlefield more than 9" from all enemy non-<span class="kwb">HERO</span> units and more than 3" from all enemy <span class="kwb">HEROES</span>.|By the time this vampire’s prey notices the crimson streak heading towards them, it is far too late.|Movement|false|Once Per Turn (Army), Your Hero Phase||Hero Phase|||
000000994|1|Wails of the Damned|<b>Effect:</b> Subtract 3 from the <a href="/aos4/the-rules/the-core-rules/#Objective-Control">control scores</a> of enemy units while they are within 12" of this unit.|Unnerving howls follow this macabre carriage wherever it roams.|Control|false|Passive||End of Turn|||
000000994|2|A Promising Concoction|<b>Declare:</b> Pick up to 3 friendly <span class="tooltip00189" data-tooltip-content="#tooltip_content00189" data-tooltip-anchor="#tooltip_content00189"><span class="kwb">VAMPIRE</span></span> units wholly within 12" of this unit to be the targets.<br><br><b>Effect:</b> Add 1 to the Attacks characteristic of the targets’ melee weapons for the rest of the turn.|Sanguinarchs are obsessed with crafting the finest ichorous blends, and they can further refine such rich pickings to bolster their strength and that of their lackeys.|Offensive|false|Once Per Battle (Army), Your Combat Phase||Combat Phase|||
