warscroll_id|line|name|Rng|Atk|Hit|Wnd|Rnd|Dmg|type|abilities|has_battle_damage|
000000588|2|Warsteed’s Hooves||2|5+|3+|-|1|MELEE|Companion|false|
000000590|1|Raven Darts|10"|1|4+|4+|-|1|RANGED|Shoot in Combat|false|
000000590|2|Hooked Weapons||2|4+|4+|-|1|MELEE|Crit (2 Hits)|false|
000000591|1|Throwing Stars and Chakrams|10"|1|4+|4+|-|1|RANGED|Shoot in Combat|false|
000000591|2|Exotic Blades||2|3+|4+|-|1|MELEE||false|
000000592|1|Freakish Mutations||2D6|5+|4+|-|1|MELEE|Crit (2 Hits), Companion|false|
000000593|1|Hurled Terrain|12"|D3|4+|2+|1|2|RANGED||false|
000000593|2|Crushing Fists and Swinging Masonry||6|4+|2+|1|D3|MELEE|Crit (2 Hits)|false|
000000595|1|Lashing Whip||2|4+|4+|-|1|MELEE||false|
000000595|2|Chaos War-flail||6|3+|3+|-|1|MELEE||false|
000000595|3|Chaos Greatblade||3|4+|3+|1|2|MELEE||false|
000000595|4|Gorebeast’s Crushing Fists||4|4+|4+|-|2|MELEE|Companion|false|
000000596|1|Bolas|8"|1|4+|4+|-|1|RANGED|Shoot in Combat|false|
000000596|2|Legion Weapons||2|4+|4+|-|1|MELEE||false|
000000597|1|Shredding Claws||6|4+|4+|1|2|MELEE||false|
000000598|1|Razor-sharp Beak and Talons||3|4+|4+|-|1|MELEE|Companion|false|
000000599|1|Gladiator Weapons||2|4+|4+|-|1|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend)|false|
000000600|1|Poisoned Weapons||2|4+|4+|-|1|MELEE|Crit (Mortal)|false|
000000601|1|Maiming Weapons||2|4+|4+|-|1|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000000601|2|Nightmare Sickles||6|4+|3+|1|1|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000000602|1|Ghurish Hunting Weapons||2|4+|4+|-|1|MELEE|Crit (2 Hits)|false|
000000603|1|Daemonforged Blades||3|3+|3+|2|2|MELEE|Crit (Mortal), Charge (+1 Damage)|false|
000000603|2|Steed’s Tearing Fangs||3|4+|3+|1|1|MELEE|Companion|false|
000000604|1|Hacking Blades||2|4+|3+|-|1|MELEE|Crit (2 Hits)|false|
000000605|1|Gnarled Weapon||2|4+|5+|-|1|MELEE|Crit (2 Hits)|false|
000000606|1|Throwin’ Rocks|12"|1|5+|2+|2|D3|RANGED||false|
000000606|2|Massive Club||4|4+|2+|1|2|MELEE||false|
000000606|3|’Eadbutt||1|4+|2+|2|4|MELEE||false|
000000606|4|Mighty Kick||1|4+|2+|2|D3|MELEE||false|
000000607|1|Brimstone Breath|12"|6|2+|4+|-|1|RANGED|Shoot in Combat, Companion|false|
000000607|2|Chimeric Heads||6|4+|2+|1|D3|MELEE|Companion|false|
000000607|3|Mauling Claws||6|4+|2+|-|2|MELEE|Crit (2 Hits), Companion|false|
000000608|1|Desecrated Boulder|15"|1|4+|2+|2|D3+3|RANGED|Shoot in Combat|false|
000000608|2|Massive Horns||6|4+|2+|1|2|MELEE|Anti-<span class="kwb">MANIFESTATION</span> (+1 Rend)|true|
000000609|1|Butchering Blades||7|4+|2+|1|3|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|true|
000000609|2|Huge Slavering Maw||2|4+|2+|1|D6|MELEE||false|
000000610|1|Slythey Tongue|8"|3|4+|2+|1|D3|RANGED|Shoot in Combat, Companion|false|
000000610|2|Vorpal Claws and Tail||6|4+|2+|1|2|MELEE|Companion|false|
000000611|1|Paired Man-ripper Axes||5|3+|3+|1|2|MELEE|Crit (2 Hits), Anti-<span class="kwb">HERO</span> (+1 Rend)|false|
000000612|1|Slaughterer’s Axe||4|4+|2+|1|3|MELEE||false|
000000612|2|Alphabeast Horns||2|4+|2+|-|2|MELEE|Charge (+1 Damage)|false|
000000613|1|Crackling Bolts|12"|2D6|4+|3+|1|1|RANGED|Crit (2 Hits), Shoot in Combat|false|
000000613|2|Storm-forged Axe||6|3+|2+|1|3|MELEE|Crit (Mortal)|false|
000000614|1|Fetish Staff||3|4+|3+|-|D3|MELEE||false|
000000616|1|Despoiler Axe||3|4+|3+|1|1|MELEE|Crit (2 Hits)|false|
000000617|1|Man-splitter Axes||4|4+|2+|1|2|MELEE||false|
000000617|2|Iron-capped Horns||2|5+|3+|-|2|MELEE|Charge (+1 Damage)|false|
000000618|1|Gutpiercer Spear|8"|1|4+|3+|1|D3|RANGED||false|
000000618|2|Gutpiercer Spear||3|4+|3+|1|1|MELEE|Anti-<span class="kwb">CAVALRY</span> (+1 Rend), Charge (+1 Damage)|false|
000000618|3|Clawed Forelimbs||2|5+|3+|-|1|MELEE||false|
000000619|1|Freakish Mutations||2D6|5+|4+|-|1|MELEE|Crit (2 Hits), Companion|false|
000000620|1|Canine Jaws||2|4+|3+|-|1|MELEE|Companion|false|
000000621|1|Stabbing Beak and Talons||5|4+|2+|1|2|MELEE|Companion|false|
000000622|1|Storm-forged Weapons||4|4+|2+|1|2|MELEE|Crit (Mortal)|false|
000000622|2|Raking Foreclaws||2|5+|3+|-|1|MELEE||false|
000000624|1|Despoiler Weapons||4|4+|3+|1|1|MELEE|Crit (2 Hits)|false|
000000624|2|Tuskgors’ Iron-hard Tusks||4|5+|3+|1|1|MELEE|Companion|false|
000000629|1|Raider Bow|18"|2|4+|5+|-|1|RANGED||false|
000000629|2|Jagged Shank||1|4+|5+|-|1|MELEE|Crit (2 Hits)|false|
000000639|1|Murderous Beaks||6|4+|5+|1|1|MELEE||false|
000000640|1|Taurine Horns||6|4+|2+|2|D3|MELEE|Charge (+1 Damage)|false|
000000643|1|Kairic Blades||2|4+|3+|1|1|MELEE||false|
000000644|1|Savage Blades and Vicious Beak||3|4+|3+|1|1|MELEE|Crit (2 Hits)|false|
000000645|1|Sharpened Quills||2|5+|5+|-|1|MELEE||false|
000000645|2|Disc’s Teeth and Horns||2|4+|3+|1|D3|MELEE|Companion|false|
000000646|1|Staff of Change and Ritual Dagger||3|4+|3+|1|D3|MELEE||false|
000000647|1|The Trickster’s Staff||3|3+|3+|1|D3|MELEE||false|
000000648|1|Hurled Arcane Energy|18"|D6|3+|3+|1|1|RANGED||false|
000000648|2|Staff of Tzeentch and Blazing Sword||5|3+|4+|1|2|MELEE||false|
000000649|1|Cursewrought Glaive||4|3+|4+|2|2|MELEE||false|
000000650|1|Staff of Change and Ritual Dagger||3|4+|3+|1|D3|MELEE||false|
000000650|2|Screamers’ Lamprey Bites||6|4+|4+|1|1|MELEE|Charge (+1 Damage), Companion|false|
000000651|1|Iridescent Flames|12"|3|4+|4+|1|D3|RANGED||false|
000000651|2|Staff of Change and Ritual Dagger||3|4+|3+|1|D3|MELEE||false|
000000651|3|Disc’s Teeth and Horns||2|4+|3+|1|D3|MELEE|Companion|false|
000000652|1|Changestaff|12"|3|4+|3+|1|D3|RANGED|Crit (Mortal)|false|
000000652|2|Warptongue Blade||3|3+|3+|1|2|MELEE||false|
000000653|1|Tzeentchian Runestaff|18"|1|3+|4+|-|D3|RANGED||false|
000000653|2|Warpsteel Sword||3|3+|4+|-|2|MELEE||false|
000000654|1|Tzeentchian Runestaff|18"|1|3+|4+|-|D3|RANGED||false|
000000654|2|Warpsteel Sword||3|3+|4+|-|2|MELEE||false|
000000654|3|Disc’s Teeth and Horns||2|4+|3+|1|D3|MELEE|Companion|false|
000000655|1|Thaumaturge Staff|12"|3|3+|4+|-|D3|RANGED|Shoot in Combat|false|
000000655|2|Great Horns and Cloven Hooves||6|4+|2+|1|2|MELEE|Charge (+1 Damage)|false|
000000656|1|Staff of Change and Ritual Dagger||3|4+|3+|1|D3|MELEE||false|
000000656|2|Disc’s Teeth and Horns||2|4+|3+|1|D3|MELEE|Companion|false|
000000659|1|Staff of Tomorrow||4|3+|2+|1|D3|MELEE||false|
000000659|2|Curved Beaks||5|4+|3+|1|2|MELEE||false|
000000660|1|Storm of Wyrdfire|18"|5|3+|3+|-|D3|RANGED|Crit (Auto-wound)|false|
000000660|2|Eldritch Weapons||6|4+|3+|1|3|MELEE||false|
000000663|1|Warping Flames|12"|3|2+|4+|-|D3|RANGED|Anti-<span class="kwb">INFANTRY</span> (+1 Rend), Shoot in Combat|false|
000000663|2|Flaming Maws||3|3+|4+|-|1|MELEE||false|
000000664|1|Lamprey Bite||3|4+|4+|1|1|MELEE|Charge (+1 Damage), Companion|false|
000000665|1|Tzeentchian Spear and Vicious Beak||3|4+|3+|1|2|MELEE|Charge (+1 Damage)|false|
000000665|2|Disc’s Teeth and Horns||2|4+|3+|1|D3|MELEE|Companion|false|
000000667|1|Arrow of Fate|18"|2|4+|3+|1|2|RANGED||false|
000000667|2|Bow Stave and Vicious Beak||1|4+|3+|-|1|MELEE||false|
000000667|3|Disc’s Teeth and Horns||2|4+|3+|1|D3|MELEE|Companion|false|
000000683|1|Incinerating Gaze||2D6|4+|4+|-|1|MELEE||false|
000000684|1|Snapping Jaws||2D6|4+|3+|1|1|MELEE|Anti-<span class="kwb">WIZARD</span> (+1 Rend), Crit (Mortal)|false|
000000685|1|Privateer Pistol|10"|2|4+|4+|-|1|RANGED|Shoot in Combat|false|
000000685|2|Privateer Heavy Weapon|15"|2|4+|3+|1|2|RANGED||false|
000000685|3|Arkanaut Hand Weapon||2|4+|4+|-|1|MELEE||false|
000000685|4|Skypike||2|3+|3+|1|2|MELEE|Charge (+1 Damage)|false|
000000686|1|Heavy Sky Ordnance|24"|4|4+|2+|2|3|RANGED||true|
000000686|2|Boarding Weapons||8|4+|4+|-|1|MELEE||false|
000000687|1|Aethershock Torpedoes|18"|6|4+|3+|1|2|RANGED||false|
000000687|2|Great Sky Ordnance|24"|6|4+|2+|2|3|RANGED||true|
000000687|3|Boarding Weapons||8|4+|4+|-|1|MELEE||false|
000000688|1|Atmospheric Anatomiser|8"|3D6|4+|4+|2|1|RANGED|Shoot in Combat|false|
000000688|2|Heavy Instruments||3|4+|4+|-|D3|MELEE||false|
000000689|1|Ranging Pistol|10"|2|3+|3+|1|1|RANGED|Shoot in Combat|false|
000000689|2|Zephyrscope||3|3+|4+|1|D3|MELEE||false|
000000690|1|Masterwork Volley Pistol|10"|3|3+|3+|1|2|RANGED|Shoot in Combat|false|
000000690|2|Skalfhammer||4|3+|3+|1|3|MELEE||false|
000000691|1|The Magnate’s Charter|12"|6|3+|3+|1|2|RANGED|Shoot in Combat|false|
000000691|2|Grungsson’s Boast|18"|1|3+|2+|2|D3+3|RANGED||false|
000000691|3|Brokk’s Aethermatic Saw||5|3+|3+|2|2|MELEE|Crit (2 Hits)|false|
000000692|1|Aethercannon|18"|1|3+|3+|2|3|RANGED||false|
000000692|2|Dirigible Suit Weapon Battery|12"|6|3+|3+|1|1|RANGED|Shoot in Combat|false|
000000692|3|Upgraded Aethermatic Saw||4|3+|3+|2|2|MELEE||false|
000000693|1|Aethermight Hammer||3|4+|2+|2|3|MELEE||false|
000000695|1|Aethermatic Anatomiser|8"|3D6|4+|4+|2|1|RANGED|Shoot in Combat|false|
000000695|2|Aethermatic Firearms|12"|2|3+|4+|1|1|RANGED||false|
000000695|3|Skypike||2|3+|3+|1|2|MELEE|Crit (Mortal)|false|
000000695|4|Arkanaut Cutter||2|4+|4+|-|1|MELEE||false|
000000696|1|Rapid-fire Rivet Gun|10"|3|3+|4+|1|1|RANGED|Shoot in Combat|false|
000000696|2|Aethermatic Volley Gun|15"|2D6|4+|4+|-|1|RANGED|Crit (2 Hits)|false|
000000696|3|Skyrigger Heavy Weapon|15"|1|4+|3+|1|D3|RANGED|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000696|4|Aethermatic Saw||3|4+|3+|1|2|MELEE|Anti-charge (+1 Rend)|false|
000000696|5|Gun Butt||1|4+|5+|-|1|MELEE||false|
000000698|1|Aethershot Rifle|18"|2|3+|4+|1|1|RANGED||false|
000000698|2|Aetheric Fumigator or Decksweeper|10"|5|3+|4+|-|1|RANGED|Shoot in Combat|false|
000000698|3|Grundstok Mortar or Aethercannon|18"|2|4+|3+|1|2|RANGED||false|
000000698|4|Gun Butt||1|4+|5+|-|1|MELEE||false|
000000699|1|Vulcaniser Pistol|10"|3|3+|3+|1|1|RANGED|Shoot in Combat|false|
000000699|2|Aethermatic Volley Gun|15"|2D6|4+|4+|-|1|RANGED|Crit (2 Hits)|false|
000000699|3|Skyrigger Heavy Weapon|15"|1|4+|3+|1|D3|RANGED|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000699|4|Skywarden’s Skypike||2|3+|3+|1|2|MELEE|Charge (+1 Damage)|false|
000000699|5|Gun Butt||1|4+|5+|-|1|MELEE||false|
000000704|1|Handlers’ Meteoric Javelins|12"|6|4+|4+|-|1|RANGED|Shoot in Combat|false|
000000704|2|Stegadon’s Horns and Jaws||6|4+|2+|1|2|MELEE|Charge (+1 Damage), Companion|true|
000000705|1|Celestite Weapon||2|3+|3+|1|1|MELEE||false|
000000707|1|Skystreak Bow|18"|3|3+|3+|1|2|RANGED|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000707|2|Sunfire Throwers|10"|2D6|3+|3+|-|1|RANGED|Crit (2 Hits), Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000000707|3|Handlers’ Meteoric Javelins|12"|6|4+|4+|-|1|RANGED|Shoot in Combat|false|
000000707|4|Stegadon’s Horns and Jaws||6|4+|2+|1|2|MELEE|Charge (+1 Damage), Companion|true|
000000708|1|Gaze of Kroak|12"|1|2+|3+|2|D6|RANGED|Shoot in Combat|false|
000000708|2|Azyrite Force Barrier||2D6|3+|3+|1|1|MELEE|Crit (Mortal)|false|
000000709|1|Ripperdactyl’s Tearing Jaws||3|4+|3+|1|1|MELEE|Charge (+1 Damage), Companion|false|
000000709|2|Skyblade||5|4+|4+|1|2|MELEE|Crit (Auto-wound)|false|
000000710|1|Celestite Warclub||4|3+|3+|1|2|MELEE||false|
000000712|1|Relic Celestite Weapon||5|3+|3+|1|2|MELEE||false|
000000716|1|Serpent Staff||3|4+|4+|1|D3|MELEE||false|
000000717|1|Astromancer’s Staff||2|4+|3+|1|D3|MELEE||false|
000000718|1|Azure Lightning||6|3+|3+|1|1|MELEE|Crit (Mortal)|false|
000000719|1|Terradon’s Razor-sharp Jaws||3|4+|3+|1|1|MELEE|Companion|false|
000000719|2|Skyblade||5|4+|4+|1|2|MELEE|Crit (Auto-wound)|false|
000000720|1|Sunbolt Gauntlet|12"|D6|3+|3+|1|1|RANGED|Shoot in Combat|false|
000000720|2|Carnosaur’s Massive Jaws||3|4+|2+|2|3|MELEE|Companion|true|
000000720|3|Sunstone Spear||5|3+|3+|1|2|MELEE|Charge (+1 Damage)|false|
000000720|4|Carnosaur’s Clawed Forelimbs||4|4+|2+|1|3|MELEE|Companion|false|
000000721|1|Carnosaur’s Massive Jaws||3|4+|2+|2|3|MELEE|Companion|true|
000000721|2|Relic Celestite Weapon||5|3+|3+|1|2|MELEE||false|
000000721|3|Carnosaur’s Clawed Forelimbs||4|4+|2+|1|3|MELEE|Companion|false|
000000722|1|Troglodon’s Noxious Spittle|15"|D6|3+|3+|1|2|RANGED|Shoot in Combat, Companion|false|
000000722|2|Divining Rod||2|4+|4+|1|D3|MELEE||false|
000000722|3|Troglodon’s Talons||2|4+|3+|1|2|MELEE|Companion|false|
000000722|4|Troglodon’s Jaws||3|4+|3+|1|3|MELEE|Crit (Mortal), Companion|true|
000000725|1|Drakebite Maul||4|4+|2+|1|2|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000000725|2|Moonstone Hammer||4|3+|2+|1|3|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000000727|1|Ripperdactyl’s Tearing Jaws||3|4+|3+|1|1|MELEE|Charge (+1 Damage), Companion|false|
000000727|2|Moonstone Warspear||2|4+|4+|-|1|MELEE|Anti-<span class="kwb">CAVALRY</span> (+1 Rend)|false|
000000729|1|Celestite Polearm||3|3+|3+|1|1|MELEE||false|
000000731|1|Javelins and Boltspitters|12"|2|4+|4+|-|1|RANGED|Shoot in Combat|false|
000000731|2|Celestite Daggers and Moonstone Clubs||1|4+|5+|-|1|MELEE||false|
000000732|1|Javelins and Bolas|10"|3|4+|5+|-|1|RANGED|Crit (Auto-wound)|false|
000000732|2|Terradon’s Razor-sharp Jaws||3|4+|3+|1|1|MELEE|Companion|false|
000000758|1|Skystreak Bow|18"|3|3+|3+|1|2|RANGED|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000758|2|Sunfire Throwers|10"|2D6|3+|3+|-|1|RANGED|Crit (2 Hits), Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000000758|3|Handlers’ Meteoric Javelins|12"|6|4+|4+|-|1|RANGED|Shoot in Combat|false|
000000758|4|Stegadon’s Horns and Jaws||6|4+|2+|1|2|MELEE|Charge (+1 Damage), Companion|true|
000000758|5|Meteoric Warspear||3|3+|3+|1|1|MELEE||false|
000000835|1|Warden Pike and Blade||2|3+|4+|-|1|MELEE|Anti-charge (+1 Rend), Crit (Mortal)|false|
000000836|1|Geomantic Blast|12"|1|3+|2+|2|D6|RANGED|Shoot in Combat|false|
000000836|2|Stoneheart Worldhammer||4|4+|2+|2|5|MELEE||true|
000000837|1|Staff of the High Peaks||3|3+|4+|1|D3|MELEE||false|
000000838|1|Despairing Touch||3|3+|4+|-|D3|MELEE||false|
000000839|1|Searing Darts of Light|12"|3|2+|3+|2|D3|RANGED|Shoot in Combat|false|
000000839|2|Fangsword of Eltharion||5|2+|3+|3|3|MELEE|Crit (2 Hits)|false|
000000839|3|Celennari Blade||2|2+|3+|1|3|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend), Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000840|1|Lunar Staff|12"|1|2+|2+|2|D3+3|RANGED||false|
000000840|2|Sword of Teclis||2|3+|3+|2|D3|MELEE|Crit (Mortal)|false|
000000840|3|Celennar’s Moonbright Talons||5|3+|3+|2|3|MELEE|Companion|true|
000000841|1|Geomantic Blast|12"|1|3+|2+|2|D6|RANGED|Shoot in Combat|false|
000000841|2|Firestealer Hammers||6|4+|2+|2|4|MELEE||true|
000000842|1|Stoneguard Hammers||2|3+|3+|1|2|MELEE||false|
000000843|1|Auralan Bow|18"|2|3+|4+|1|1|RANGED|Crit (Auto-wound)|false|
000000843|2|Sentinel Blade||1|3+|4+|-|1|MELEE||false|
000000844|1|Dawnrider Lance and Blade||2|3+|4+|1|1|MELEE|Charge (+1 Damage), Crit (Mortal)|false|
000000844|2|Stallions’ Dashing Hooves||2|5+|3+|-|1|MELEE|Companion|false|
000000849|1|Crackling Energy||2D6|4+|4+|-|1|MELEE||false|
000000853|1|Despoiler Shortbow|15"|2|4+|4+|-|1|RANGED||false|
000000853|2|Despoiler Weapons||2|4+|4+|-|1|MELEE||false|
000000856|1|Knightly Weapons||3|4+|4+|-|1|MELEE|Anti-<span class="kwb">MONSTER</span> (+1 Rend), Crit (Auto-wound)|false|
000000856|2|Great Halberd||4|3+|4+|1|2|MELEE|Anti-<span class="kwb">MONSTER</span> (+1 Rend), Crit (Auto-wound)|false|
000000858|1|Piercing Scream|12"|D3|4+|3+|2|D3|RANGED|Shoot in Combat|false|
000000858|2|Ancient Chill Dagger||3|4+|3+|2|D3|MELEE|Crit (Auto-wound)|false|
000000858|3|Malignant Weapon||2|4+|5+|-|1|MELEE|Crit (Auto-wound)|false|
000000859|1|Wolfgit Weapons||3|4+|5+|-|1|MELEE|Charge (+1 Damage)|false|
000000859|2|Snarlfang’s Slavering Jaws||2|4+|3+|-|2|MELEE|Companion|false|
000000860|1|Trap Launcher|12"|2|4+|3+|1|D3|RANGED|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000000860|2|Hunting Knife||5|4+|2+|-|2|MELEE||false|
000000863|1|Wild Hunt Ranged Weapons|12"|2|3+|4+|1|1|RANGED||false|
000000863|2|Tracker Weapons||2|3+|4+|1|1|MELEE||false|
000000866|1|Throwin’ Rocks|12"|1|5+|2+|2|D3|RANGED||false|
000000866|2|Massive Club||4|4+|2+|1|2|MELEE||false|
000000866|3|Mighty Kick||1|4+|2+|2|D3|MELEE||false|
000000866|4|’Eadbutt||1|4+|2+|2|4|MELEE||false|
000000867|1|Hurled Boulder|18"|1|3+|2+|3|4|RANGED||false|
000000867|2|Almighty Stomp||4|4+|2+|2|D3|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000000867|3|Death Grip||1|4+|2+|2|D6|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend)|false|
000000867|4|Fortcrusha Flail||6|4+|2+|2|4|MELEE|Anti-<span class="kwb">FACTION</span> <span class="kwb">TERRAIN</span> (+1 Rend)|true|
000000868|1|Hurled Debris|24"|3|4+|3+|1|D3|RANGED||false|
000000868|2|Death Grip||1|4+|2+|2|D6|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend)|false|
000000868|3|Almighty Stomp||4|4+|2+|2|D3|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000000868|4|Shipwrecka Warclub||4|4+|2+|2|4|MELEE||true|
000000869|1|Almightier Stomp||6|4+|2+|2|D3|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000000869|2|Death Grip||1|4+|2+|2|D6|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend)|false|
000000869|3|Titanic Boulderclub||4|4+|2+|2|2|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|true|
000000870|1|Kruiplash||3|3+|4+|-|1|MELEE||false|
000000871|1|Sciansá||3|3+|4+|-|1|MELEE||false|
000000872|1|Blade of the Bloody‑Handed God||3|3+|3+|2|3|MELEE||false|
000000873|1|Bloodwrack Spear and Whisperclaw||5|3+|4+|1|2|MELEE|Crit (Mortal)|false|
000000874|1|Blade of Khaine||5|3+|4+|1|2|MELEE||false|
000000875|1|Heartrender and Bladed Wings||5|3+|4+|2|2|MELEE||false|
000000878|1|Deathsword and Blade of Khaine||6|3+|4+|1|2|MELEE||false|
000000879|1|Bloodwrack Stare|15"|4|3+|3+|2|3|RANGED|Crit (2 Hits), Shoot in Combat|false|
000000879|2|Shrine Guardians’ Blades||9|3+|4+|1|2|MELEE||false|
000000880|1|Shrine Guardians’ Blades||9|3+|4+|1|2|MELEE||false|
000000880|2|Avatar’s Sword||5|3+|3+|2|3|MELEE|Companion|false|
000000881|1|Shrine Guardians’ Blades||9|3+|4+|1|2|MELEE||false|
000000881|2|Avatar’s Sword||5|3+|3+|2|3|MELEE|Companion|false|
000000882|1|Doomfire Crossbow|10"|2|3+|4+|-|1|RANGED||false|
000000882|2|Cursed Scimitar||2|3+|4+|1|1|MELEE||false|
000000882|3|Dark Steed’s Vicious Bite||2|5+|3+|-|1|MELEE|Companion|false|
000000883|1|Heartshard Glaive||2|3+|4+|1|2|MELEE|Crit (Mortal)|false|
000000884|1|Heartseeker Bow|18"|3|3+|4+|1|1|RANGED|Crit (Auto-wound)|false|
000000884|2|Scianlar||2|3+|4+|-|1|MELEE||false|
000000885|1|Barbed Javelin|12"|2|3+|4+|1|1|RANGED||false|
000000885|2|Barbed Javelin||1|3+|4+|-|1|MELEE||false|
000000886|1|Barbed Sickle||2|3+|4+|1|1|MELEE||false|
000000893|1|Heartrender||8|3+|3+|2|3|MELEE|Crit (Mortal)|true|
000000893|2|Envenomed Tail||1|3+|3+|2|6|MELEE|Crit (Mortal)|false|
000000897|1|Lanmari||2|3+|4+|1|1|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend), Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000898|1|Razorshell Harpoon Launchers|18"|4|3+|2+|1|3|RANGED|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000898|2|Leviadon’s Scythed Fins and Crushing Jaws||7|4+|2+|2|3|MELEE|Crit (Mortal), Companion|true|
000000898|3|Crew’s Spears and Harpoons||4|3+|4+|1|1|MELEE||false|
000000899|1|Akhelian Royal Weapons||5|3+|4+|1|2|MELEE|Charge (+1 Damage)|false|
000000899|2|Deepmare’s Fangs, Talons and Lashing Tails||4|4+|3+|1|2|MELEE|Companion|false|
000000900|1|Blasts of Abyssal Energy|12"|3|3+|3+|2|D3|RANGED||false|
000000900|2|Psi-trident and Deep‑sea Sceptre||7|3+|3+|1|D3|MELEE||false|
000000901|1|Spear of Repressed Fury and Crulhook||7|3+|2+|2|2|MELEE|Charge (+1 Damage)|false|
000000902|1|Talúnhook||4|3+|4+|1|2|MELEE||false|
000000902|2|Rakerdart’s Serrated Bill||3|4+|4+|1|1|MELEE|Companion|false|
000000903|1|Abyssal Touch||4|3+|4+|-|D3|MELEE||false|
000000904|1|Pelagic Staff||4|3+|4+|1|D3|MELEE||false|
000000905|1|Meloch’s Tentacles and Weapons||8|4+|4+|1|1|MELEE|Companion|false|
000000906|1|Uasall’s Fangs, Talons and Lashing Tails||4|4+|3+|1|2|MELEE|Companion|false|
000000906|2|The Astra Solus||6|2+|3+|1|2|MELEE|Charge (+1 Damage)|false|
000000908|1|Helsabre||3|3+|4+|1|1|MELEE||false|
000000908|2|Fangmora’s Fangs and Lashing Tail||3|4+|3+|1|D3|MELEE|Companion|false|
000000909|1|Voltspear||2|3+|4+|1|1|MELEE|Anti-<span class="kwb">CAVALRY</span> (+1 Rend), Charge (+1 Damage)|false|
000000909|2|Fangmora’s Fangs and Lashing Tail||3|4+|3+|1|D3|MELEE|Companion|false|
000000910|1|Whisperbow|12"|2|3+|4+|1|1|RANGED|Crit (Auto-wound)|false|
000000910|2|Keening Blade||1|3+|4+|-|1|MELEE||false|
000000923|1|Keldrisaíth||6|3+|4+|1|2|MELEE|Crit (Mortal)|false|
000000927|1|Plaguesword||1|4+|3+|-|1|MELEE|Crit (Mortal)|false|
000000928|1|Mound of Nurglings||10|5+|5+|-|1|MELEE|Companion|false|
000000928|2|Epidemius’s Balesword||3|4+|3+|1|D3|MELEE||false|
000000930|1|Blighted Weapons||4|3+|3+|1|1|MELEE||false|
000000931|1|Gnarled Plague Staff||3|3+|3+|1|D3|MELEE|Crit (Auto-wound)|false|
000000931|2|Gathoblyt’s Fanged Maw||4|4+|2+|2|3|MELEE|Crit (Mortal), Companion|true|
000000932|1|Rot-pocked Axe||5|3+|2+|1|2|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend), Crit (Mortal)|false|
000000933|1|Grim Rotsword or Plague Scythe||3|3+|3+|1|3|MELEE|Crit (Mortal)|false|
000000933|2|Daemonic Mount’s Flyblown Bite||2|5+|3+|-|1|MELEE|Companion|false|
000000934|1|Lopping Shears||3|3+|3+|1|2|MELEE||false|
000000934|2|Mulch’s Slime-encrusted Jaws||4|4+|3+|1|D3|MELEE|Companion|false|
000000935|1|Festerspike||4|3+|3+|1|2|MELEE|Charge (+1 Damage)|false|
000000935|2|Rot Fly’s Mouthparts and Sting||6|4+|3+|-|1|MELEE|Companion|false|
000000936|1|Bubotic Hammer||4|3+|3+|1|3|MELEE|Anti-charge (+1 Rend)|false|
000000937|1|Plague-ridden Great Blade||5|3+|3+|1|2|MELEE|Crit (Mortal)|false|
000000938|1|Corrupted Balesword||3|4+|3+|1|2|MELEE|Crit (Mortal)|false|
000000939|1|Marotter||3|4+|3+|1|2|MELEE||false|
000000941|1|Disgusting Sneezes|7"|D6|2+|4+|-|1|RANGED|Shoot in Combat|false|
000000941|2|Distended Maw||3|4+|3+|1|2|MELEE||false|
000000942|1|Bilespurter’s Vile Bile|7"|7|2+|4+|1|D3|RANGED|Shoot in Combat, Companion|false|
