id|name|faction_id|source_id|legend|regiment_options|notes|description|role|virtual|no_reinforced|link|Move|Save|Control|Health|Ward|UnitSize|Cost|
000002530|The Horizon Seekers|KO|000000009|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/The-Horizon-Seekers||||||||
000002537|Valnir’s Stormwing|KO|000000009|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Valnir-s-Stormwing||||||||
000002573|The Scarlet Jury|KO|000000017|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/The-Scarlet-Jury||||||||
000002659|Kharadron Overlords Hero|KO||||||Infantry Hero|true|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Kharadron-Overlords-Hero|4"|3+|2|5||||
000002676|Heroes of The Jade Abbey|KO|000000020|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Heroes-of-The-Jade-Abbey||||||||
000002686|Grombrindal, The White Dwarf|KO|000000183|||||Infantry Hero|false|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Grombrindal-The-White-Dwarf|"|<img src="||||||
000002928|Nurgle’s Gift|KO|000000143|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Nurgle-s-Gift||||||||
000002989|Mask of the Deceiver|KO|000000027|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Mask-of-the-Deceiver||||||||
000003035|Sigil Convocation|KO|000000033|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Sigil-Convocation||||||||
000003043|Dawnrider Lance|KO|000000033|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Dawnrider-Lance||||||||
000003077|Enforcers of the Tithe|KO|000000023|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Enforcers-of-the-Tithe||||||||
000003125|Elthwin’s Thorns|KO|000000015|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Elthwin-s-Thorns||||||||
000003160|Khinerai Death Flight|KO|000000039|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Khinerai-Death-Flight||||||||
000003169|The Crimson Lash|KO|000000039|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/The-Crimson-Lash||||||||
000003230|Grundstok Gunhauler|KO||Small, manoeuvrable and deadly, the Grundstok Gunhauler is an escort-class ship tasked with ensuring the safety of the airfleets’ larger skyvessels. They perform this role well, swarming in defence before peeling off to launch blistering attack runs.||Spearhead: Grundstok Trailblazers||War Machine|true|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Grundstok-Gunhauler-1|14"|2+|2|10||1||
000003231|Grundstok Thunderers|KO||Grundstok Thunderers are heavily armoured marines employed by the airfleets to defend it from hostiles. Expert marksmen and battle-hardened veterans of many voyages, they obliterate their foes in a storm of aethershot and mortar rounds.||Spearhead: Grundstok Trailblazers|<b><i><ul><li>1 model is armed with an Aethershot Rifle.</li><li>1 model is armed with an Aetheric Fumigator.</li><li>1 model is armed with a Decksweeper.</li><li>1 model is armed with a Grundstok Mortar.</li><li>1 model is armed with an Aethercannon.</li><li>Every model is also armed with a Gun Butt.</li></ul></i></b>|Infantry|true|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Grundstok-Thunderers-1|4"|3+|1|2||5||
000003232|Endrinriggers|KO||With aether-endrins strapped to their backs, Endrinriggers conduct repairs on their beloved airships miles above ground. In battle, their aether-powered tools become lethal weapons capable of punching through armour or messily sawing off limbs.||Spearhead: Grundstok Trailblazers|<b><i><ul><li>1 model is armed with a Rapid Fire Rivet Gun and Aethermatic Saw.</li><li>1 model is armed with an Aethermatic Volley Gun and Gun Butt.</li><li>1 model is armed with a Skyrigger Heavy Weapon (Grapnel Launcher, Skyhook or Drill Launcher) and Gun Butt.</li></ul></i></b>|Infantry|true|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Endrinriggers-1|12"|3+|1|2||3||
000003233|Endrinmaster with Dirigible Suit|KO||Many Endrinmasters take to the skies in master-crafted dirigible suits, their aetherturbines allowing them to zoom through the air towards skyvessels in need of repair even as an in-built weapon array blasts their enemies into pieces.||Spearhead: Grundstok Trailblazers||Infantry Hero|true|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Endrinmaster-with-Dirigible-Suit-1|12"|3+|2|8||1||
000003396|Skywardens|KO||Skywardens are elite formations of Arkanaut warriors whose duty is to safeguard their skyfleet’s vessels against attack. Granted the power of flight by portable aether-endrins, they soar alongside their metal wards, scanning the clouds and the ground below for potential threats. Should battle be joined, Skywardens will swoop from on high to skewer enemies upon long-hafted skypikes or hover at short range to incinerate them with vulcaniser pistols. Whenever the enemy gather close, they withdraw to fight anew, leaving behind floating mines that detonate to cover their escape.||Spearhead: Skyhammer Task Force|<i><b>This unit has 2 Skywardens armed with a Vulcaniser Pistol and Skypike, and 1 Skywarden armed with an Aethermatic Volley Gun and Gun Butt.</b></i>|Infantry|true|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Skywardens-1|12"|4+|1|2||3||
000003397|Arkanaut Admiral|KO||Arkanaut Admirals are the cream of the sky-ports’ officer class, intrepid leaders and battle-hardened veterans of a thousand aerial engagements whose booming commands inspire their crew to mighty deeds in the search for profit. Armed with an ornately crafted volley pistol and a massive, aether-powered skalfhammer, they lead by example, crushing skulls and blasting smoking craters in any foes that stand between them and their next big score.||Spearhead: Skyhammer Task Force||Infantry Hero|true|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Arkanaut-Admiral-1|4"|3+|2|6||1||
000003398|Arkanaut Frigate|KO||The unmistakable profile of an Arkanaut Frigate set against the sky is a sight greatly feared by the Kharadron’s enemies, who know all too well the devastating firepower these airships possess and the fighting spirit of the skysailors they carry into battle. As much transport vessels as weapon platforms, Frigates launch blistering attack runs upon enemy formations with harpoon-like skyhooks and expertly deployed munitions from their bomb racks, before swooping in low to disgorge companies of hard-bitten Arkanauts into their midst.||Spearhead: Skyhammer Task Force||War Machine|true|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Arkanaut-Frigate-1|12"|3+|5|15||1||
000003399|Arkanaut Company|KO||The backbone of the Kharadron airfleets are the Arkanaut Companies. These grizzled privateers crew the sky-ports’ vessels and are armed with a variety of aether-powered firearms and deck tools with which to repel boarders or take the fight to the enemy. Eager to earn an officer’s commission, Arkanauts compete to outdo each other with acts of reckless bravado, risking everything to secure glory – and thus earn a better share of the profits.||Spearhead: Skyhammer Task Force|One unit has 4 Arkanauts armed with a Privateer Pistol and Arkanaut Cutter, and 1 Arkanaut armed with a Skypike.<br><br>The other unit has 3 Arkanauts armed with a Privateer Pistol and Arkanaut Cutter, 1 Arkanaut armed with an Aethermatic Volley Gun and Gun Butt, and 1 Arkanaut armed with a Light Skyhook and Gun Butt.|Infantry|true|false|https://wahapedia.ru/aos4/factions/kharadron-overlords/Arkanaut-Company-1|4"|4+|1|1||5||
000000835|Vanari Auralan Wardens|LRL||Auralan Wardens are the lynchpin of a Lumineth battleline and a mainstay in the hosts of Hysh. Fearlessly do they stare down a charging enemy, waiting until the opportune moment before driving the sunmetal tips of their pikes forward and breaking the enemy advance like an unyielding cliff before a crashing wave.||||Infantry|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Vanari-Auralan-Wardens|6"|4+|1|1||10|120|
000000836|Alarith Spirit of the Mountain|LRL||A Spirit of the Mountain is a war-form adopted by the geomantic animus of one of Hysh’s great peaks. The strength of the realm itself is theirs to wield, but though their hammers can crush walls and reduce enemies to bloody smears, it is their wisdom these spirits are most revered for – ponderous as it can be.||||Monster|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Alarith-Spirit-of-the-Mountain|6"|3+|5|14||1|340|
000000837|Alarith Stonemage|LRL||Alarith Stonemages are experts in the magic of rock and earth, for they have become one with their mountain masters. In battle, they hurl boulders, turn their flesh to impervious stone and even control gravity itself to annihilate their foes.|0-1 %000020696Ydrilan Riverblades%, Any %000020685Vanari Auralan Wardens%, Any %000003352ALARITH%|||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Alarith-Stonemage|6"|4+|2|5||1|130|
000000838|Scinari Cathallar|LRL||It is the noble duty of a Scinari Cathallar to take the spiritual anguish that emanates from their kin and redirect it against their enemies. They are the lone point of darkness in the brilliance of a Lumineth host, capable of wielding despair itself as a weapon.|0-1 %000020696Ydrilan Riverblades%, Any %000020685Vanari Auralan Wardens%, Any %000020716Vanari Bladelords%|||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Scinari-Cathallar|6"|6+|2|5||1|130|
000000839|The Light of Eltharion|LRL||A legendary ancestor of the Lumineth race, the Light of Eltharion is a puissant warrior who has become one with the energies of Hysh. To face him is to face the power of light itself made manifest, and few have survived an encounter with his grim, enchanted blades.|0-1 %000011773Lumineth Paragon%, Any %000003330LUMINETH REALM-LORDS%|This <span class="kwb">HERO</span> can join an eligible regiment as a Lumineth Paragon.||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/The-Light-of-Eltharion|6"|3+|2|7|4+|1|300|
000000840|Archmage Teclis and Celennar, Spirit of Hysh|LRL||One of the most powerful sorcerers in all the cosmos, Teclis is rightly known as the Mage God by his worshippers. When his power is joined to that of the Hyshian moon-spirit Celennar, entire armies can be annihilated through his divine spellcraft.|0-1 %000011773Lumineth Paragon%, Any %000003330LUMINETH REALM-LORDS%|||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Archmage-Teclis-and-Celennar-Spirit-of-Hysh|10"|4+|10|16|5+|1|640|
000000841|Avalenor, The Stoneheart King|LRL||Avalenor is the eldest and wisest of all Hysh's mountain spirits. He alone chose to stand with the aelves of his own accord. Since then, his twin Firestealer Hammers have never rested in the defence of Hysh and its sibling realms - nor shall they while a single servant of the Dark Gods draws breath.|Any %000003352ALARITH%, Any %000003346VANARI%, 0-1 %000011773Lumineth Paragon%|||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Avalenor-The-Stoneheart-King|6"|3+|5|16||1|420|
000000842|Alarith Stoneguard|LRL||Having accepted the mountains as their spiritual guides, the Alarith Stoneguard are granted immense strength and resilience. In battle, their adversaries find them all but impossible to shift, while the blows of their sacred hammers are like an avalanche crashing into the enemy.||||Infantry|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Alarith-Stoneguard|5"|4+|1|2||5|130|
000000843|Vanari Auralan Sentinels|LRL||The Auralan Sentinels are amongst the finest archers in all the Mortal Realms. Wielding elegant, multi-stringed bows with a deceptively light draw weight for their range, they are able to loose their sunmetal-tipped arrows incredible distances and with great power.||||Infantry|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Vanari-Auralan-Sentinels|6"|5+|1|1||10|140|
000000844|Vanari Dawnriders|LRL||The Dawnriders maintain tight formation as they charge into the foe, pennants fluttering proudly as they advance. With lance, blade and dauntless courage, they punch great holes through the enemy’s lines, riding down those who flee before wheeling about to launch another shock assault.||||Cavalry|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Vanari-Dawnriders|14"|4+|1|3||5|180|
000000847|Dawnrider Lance|LRL|000000033|When the need is great, a Vanari Lord Regent may lead a squadron of Dawnriders to aid the efforts of the Lumineth’s allies. Since the Reinvention, the aelves of Hysh have come to understand that no matter their people’s great power, the realms would have been entirely consumed by Chaos if not for the efforts of other civilisations. Therefore, when the hour is dire, they will ride out to tip the scales in Order’s favour.||||Regiment of Renown|true|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Dawnrider-Lance||||||-|260|
000000849|Hyshian Twinstones|LRL||In moments of peril, Hyshian Twinstones can be conjured from the heart of the Realm of Light and to the battlefield. Here they act as reservoirs of magic, for as one stone is drained of power, the other replenishes, forming a perfect aetheric feedback loop.||||Endless Spell|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Hyshian-Twinstones|5"|4+|7|5|6+|1||
000000850|Rune of Petrification|LRL||Only in moments of direst need will a Lumineth mage summon a Rune of Petrification. Those who stray too close to this arcane glyph find their flesh slowly transmuting to unfeeling rock, until they are eventually cursed to become inert statues for all time.||||Endless Spell|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Rune-of-Petrification|-|4+|7|6|6+|1||
000000851|Sanctum of Amyntok|LRL||The focal point of a Sanctum of Amyntok is the rune Yngra, symbolising both rescue and imprisonment. In battle, these barriers of light energy can be conjured around a mage in need, the arrows and magical bolts of the enemy dissipating harmlessly at the merest touch.||||Endless Spell|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Sanctum-of-Amyntok|-|4+|7|6|6+|3||
000001049|Ellania and Ellathor, Eclipsian Warsages|LRL||Though the young prodigies Ellania and Ellathor may lack experience, they make up for it in raw excellence. These twins have proved themselves champions of the aelven race on multiple occasions, and wielding the gifts of their godly patrons, they are a true force to be reckoned with.|0-1 %000011773Lumineth Paragon%, Any %000003330LUMINETH REALM-LORDS%|||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Ellania-and-Ellathor-Eclipsian-Warsages|6"|4+|4|10|5+|1|290|
000001050|Hurakan Windmage|LRL||True allies of the Hyshian winds, a Hurakan Windmage travels everywhere upon a loyal zephyr- spirit companion. From here, they encourage their aelementors to follow their aelven disciples and unleash the gale-force wrath of the air against their enemies.|0-1 %000020696Ydrilan Riverblades%, Any %000020685Vanari Auralan Wardens%, Any %000004359HURAKAN%|||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Hurakan-Windmage|12"|5+|2|5||1|140|
000001051|Lyrior Uthralle, Warden of Ymetrica|LRL||A storied hero of Ymetrica, Lyrior Uthralle commands with the confidence and skill of a born champion. Though deeply scarred by a past tragedy, he is determined to defend his beloved realm, and countless foes have met their demise upon the tip of his fabled lance, Daemonbane.|0-1 %000011773Lumineth Paragon%, Any %000003330LUMINETH REALM-LORDS%|||Cavalry Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Lyrior-Uthralle-Warden-of-Ymetrica|14"|3+|2|7||1|250|
000001053|Myari’s Purifiers|LRL|000000138|Myari Lightcaller has great experience in battling arcane curses, especially the Katophrane Curse that once emanated from the Mirrored City. With his deep wisdom and arcane prowess, few can withstand his might. The aelves who follow Myari each embody different warrior aspects of the Lumineth race. Bahannar is a stoic exemplar of the Alarith, Senaela is a keen-eyed shot, while the peerless Bladelord Ailenn is tireless in the defence of her Scinari charge.||This unit cannot be reinforced.|<b><i>Each model in this unit is armed with Purifier Weapons. The models in this unit are:<br><ul><li>Myari Lightcaller (champion)</li><li>Bahannar</li><li>Ailenn, the Mind’s Edge</li><li>Senaela (also armed with an Auralan Bow)</li></ul></i></b>|Infantry|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Myari-s-Purifiers|6"|5+|1|3||4|130|
000001054|Scinari Calligrave|LRL||With the stroke of a brush, a Scinari Calligrave can alter reality. The runes they paint upon their enchanted parchments sympathetically appear the battlefield, unleashing the power of the elements.|0-1 %000020696<b>Ydrilan Riverblades</b>%, Any %000020685<b>Vanari Auralan Wardens</b>%, Any %000020716<b>Vanari Bladelords</b>%|||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Scinari-Calligrave|6"|5+|2|5||1|130|
000001055|Scinari Loreseeker|LRL||Scinari Loreseekers are Eclipsians, souls with the potential to achieve true harmony between their Teclian and Tyrionic aspects. These warsages find great power in this, and they scour the realms for esoteric knowledge and artefacts that only the Lumineth can be entrusted with.|0-1 %000020696<b>Ydrilan Riverblades</b>%, Any %000020685<b>Vanari Auralan Wardens</b>%, Any %000020716<b>Vanari Bladelords</b>%|||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Scinari-Loreseeker|6"|4+|2|5||1|140|
000001056|Sevireth, Lord of the Seventh Wind|LRL||The bellicose elementor known as Sevireth is the searing wrath of a desert wind come to life. The sandstorm that whips around him can scour the idols and monuments of his foes clean in moments, while enemies are flayed to the bone - those not struck down by his arrows, that is.|Any %000003346VANARI%, Any %000004359HURAKAN%, 0-1 %000011773Lumineth Paragon%|||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Sevireth-Lord-of-the-Seventh-Wind|18"|4+|5|10|5+|1|340|
000001057|Vanari Bannerblade|LRL||Only the most stoic Vanari warriors will be entrusted to bear one of the sacred banners of Hysh. In battle, they form a locus of surety for the Lumineth phalanxes, channelling the power of their priceless World Banners to inspire their allies.|Any %000003346VANARI%|This <span class="kwb">HERO</span> can join an eligible regiment as a Lumineth Paragon.||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Vanari-Bannerblade|6"|4+|5|5||1|140|
000001058|Vanari Lord Regent|LRL||Amidst the ranks of the Lumineth infantry, Vanari Lord Regents on foot are a powerful and inspiring presence. Under their astute leadership, Auralan Wardens adopt near-inviolable shieldwalls to impede the enemy, blunting their assault in readiness for a swift counter-attack.|0-1 %000020696<b>Ydrilan Riverblades</b>%, Any %000003346VANARI%|This <span class="kwb">HERO</span> can join an eligible regiment as a Lumineth Paragon.||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Vanari-Lord-Regent|6"|4+|2|5||1|110|
000001059|Hurakan Spirit of the Wind|LRL||When roused to wrath, the Spirits of the Wind strike like a cyclone. It is all but impossible to track them as they dart through the air, launching arrow after arrow from their elegant but monstrously powerful bows and slipping away before retribution can land, the wind whistling with their laughter.||||Monster|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Hurakan-Spirit-of-the-Wind|18"|4+|5|8|5+|1|270|
000001060|Hurakan Windchargers|LRL||There is nowhere to hide from the Windchargers of the Hurakan temple. Their treerunner mounts are capable of deftly navigating the densest terrain to slip past their enemies, while the arrows of the aelves are carried upon loyal winds and almost always find their mark.||||Cavalry|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Hurakan-Windchargers|14"|4+|1|3||5|160|
000001061|Vanari Bladelords|LRL||Bladelords are the guardians of the Scinari mage-caste. Paragons of the warrior arts of the Vanari, they wield their greatblades with preternatural precision and ease, selflessly defending their charges as they cut their way through the enemy elite.||||Infantry|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Vanari-Bladelords|6"|4+|1|2||5|150|
000001066|Shrine Luminor|LRL||A Shrine Luminor is built upon a realmstone-rich metalith, a floating island in miniature leaden with geomantic energies. From here, a Lumineth mage can channel this elemental power to cleanse the corrupted land as well as bolster their arcane potential.|||The following universal terrain abilities apply to this terrain feature (Terrain, 1.2):<br><br>Cover, Impassable|Faction Terrain|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Shrine-Luminor|-|3+|-|12||1|0|
000001535|Scinari Enlightener|LRL||Scinari Enlighteners are amongst the pre-eminent battlemages of Lumineth society. They are experts in conjuring blinding light, searing beams and abjurations of banishment, and they use powerful runes to redouble the effects of their spellcraft.|0-1 %000020696<b>Ydrilan Riverblades</b>%, Any %000020685<b>Vanari Auralan Wardens</b>%, Any %000020716<b>Vanari Bladelords</b>%|||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Scinari-Enlightener|6"|5+|2|5||1|180|
000001747|Ydrilan Riverblades|LRL||Leaping into battle with acrobatic finesse, Ydrilan Riverblades are swift and aggressive fighters. They attack with a relentless drive, surging forwards into the enemy with flowing lethality akin to the waterways their aelementiri temple has sworn to protect.||This unit cannot be reinforced.||Infantry|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Ydrilan-Riverblades|7"|5+|1|1||10|140|
000001878|Vanari Starshard Ballista|LRL||The bolts of a Starshard Ballista are more than capable of piercing the armour of a Chaos Warrior or spearing multiple orruks with a single shot. When needs must, the ballista’s crew can load it with specially enchanted ammunition designed to blind those it does not slay outright.||||War Machine|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Vanari-Starshard-Ballista|6"|5+|2|5||1|120|
000002370|Scourge of Ghyran The Light of Eltharion|LRL|000000150|The spiritual remnant of an ancient aelven hero, the Light of Eltharion inspires watching Lumineth with his perfect swordwork as he carves a path through the enemy hordes. No longer bound to physical realities, this radiant warrior has been sighted in Ghyran, warring against the forces of ruin. Fuelled by the realm’s vibrant magic, he fights on even when cut down, reborn in a blinding corona of light.|0-1 %000011773Lumineth Paragon%, Any %000003330LUMINETH REALM-LORDS%|This <span class="kwb">HERO</span> can join an eligible regiment as a Lumineth Paragon.<br>This unit is legal for Matched Play for battles fought using the General’s Handbook 2025-26 battlepack.||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Scourge-of-Ghyran-The-Light-of-Eltharion|6"|3+|2|6|4+|1|280|
000002371|Scourge of Ghyran Vanari Bannerblade|LRL|000000150|Bannerblades are the most resolute and unyielding champions of the Vanari, chosen to wield the sacred banners of Hysh. These gleaming pennants are imbued with the radiant glory of the Light Realm, and even the thick canopies of Ghyran cannot mask their glow. Their presence is enough to rally a Lumineth host, whose warriors will risk body and soul to keep the artefact out of enemy hands.|Any %000003346VANARI%|This <span class="kwb">HERO</span> can join an eligible regiment as a Lumineth Paragon.<br>This unit is legal for Matched Play for battles fought using the General’s Handbook 2025-26 battlepack.||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Scourge-of-Ghyran-Vanari-Bannerblade|6"|3+|5|5||1|140|
000003029|Vanari Lord Regent on Lightcourser|LRL||Mounted upon swift lightcoursers, Lord Regents are representatives of Tyrion himself. In battle, they glow with the power of the refined aetherquartz worked into their wargear, bolstering those around them through word and deed alike.|0-1 %000011773Lumineth Paragon%, 0-1 %000020696<b>Ydrilan Riverblades</b>%, Any %000003346VANARI%|Previously Vanari Lord Regent||Cavalry Hero|false|true|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Vanari-Lord-Regent-on-Lightcourser|14"|3+|2|7||1|150|
000003030|Sigil Convocation|LRL|000000033|Some Scinari Calligraves embark on the path of the wanderer, not content to restrict their efforts at healing the lands to Hysh. These aelves have mastered the art of magical coalescence, giving a degree of permanence to their spells, which they utilise to aid the allies of the Lumineth in other realms. The assemblages of magic summoned and shepherded by these roaming mage-scribes are known as Sigil Convocations.||||Regiment of Renown|true|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Sigil-Convocation|||||||130|
000003047|Mask of the Deceiver|LRL|000000027|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Mask-of-the-Deceiver||||||||
000003048|Bloodthirsty Shiver|LRL|000000174|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Bloodthirsty-Shiver||||||||
000003049|Bundo Whalebiter|LRL|000000038|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Bundo-Whalebiter||||||||
000003050|Drekki’s Privateers|LRL|000000028|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Drekki-s-Privateers||||||||
000003052|Exile Scavengers|LRL|000000028|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Exile-Scavengers||||||||
000003053|Fjori’s Flamebearers|LRL|000000108|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Fjori-s-Flamebearers||||||||
000003054|Gotrek Gurnisson|LRL|000000108|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Gotrek-Gurnisson||||||||
000003055|Heroes of The Jade Abbey|LRL|000000020|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Heroes-of-The-Jade-Abbey||||||||
000003056|Namarti Shore Raid|LRL|000000174|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Namarti-Shore-Raid||||||||
000003057|Norgrimm’s Rune Throng|LRL|000000108|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Norgrimm-s-Rune-Throng||||||||
000003058|Nurgle’s Gift|LRL|000000143|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Nurgle-s-Gift||||||||
000003059|Saviours of Cinderfall|LRL|000000108|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Saviours-of-Cinderfall||||||||
000003060|Sky-Port Profiteers|LRL|000000028|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Sky-Port-Profiteers||||||||
000003061|Snerk’s Trogg-Fer-Hire|LRL|000000143|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Snerk-s-Trogg-Fer-Hire||||||||
000003062|Stumblefoot Gargant|LRL|000000143|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Stumblefoot-Gargant||||||||
000003063|The Blacktalons|LRL|000000108|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/The-Blacktalons||||||||
000003064|The Horizon Seekers|LRL|000000009|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/The-Horizon-Seekers||||||||
000003065|Valnir’s Stormwing|LRL|000000009|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Valnir-s-Stormwing||||||||
000003119|Lumineth Hero|LRL||||||Infantry Hero|true|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Lumineth-Hero|6"|5+|2|5||||
000003126|Elthwin’s Thorns|LRL|000000015|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Elthwin-s-Thorns||||||||
000003143|The Twisted Branch|LRL|000000015|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/The-Twisted-Branch||||||||
000003150|Drycha’s Talons|LRL|000000015|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Drycha-s-Talons||||||||
000003161|Khinerai Death Flight|LRL|000000039|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Khinerai-Death-Flight||||||||
000003170|The Crimson Lash|LRL|000000039|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/The-Crimson-Lash||||||||
000003272|Vanari Auralan Wardens|LRL||The Auralan Wardens are the lynchpins of the Vanari military. These phalanxes of skilled aelven warriors embody the Tyrionic traditions of their people; they do not flinch in the face of danger, nor do they hesitate to wield their pikes to impale oncoming enemies. The Wardens’ strength is built upon unity of purpose and a discipline that only those as long-lived as the aelves can hope to master. Empowered by the energies of aetherquartz and the arcane moonfire entrusted to their High Warden, they are the proud fortress wall upon which the forces of disorder break.||Spearhead: Glittering Phalanx||Infantry|true|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Vanari-Auralan-Wardens-1|6"|4+|1|1||10||
000003273|Hurakan Windchargers|LRL||There is nowhere to hide from the Windchargers of the Hurakan temple. Their treerunner mounts are capable of deftly navigating the densest terrain to slip past their enemies, while the arrows of the aelves are carried upon loyal winds and almost always find their mark.||Spearhead: Hurakan Vanguard||Cavalry|true|false|https://wahapedia.ru/aos4/factions/lumineth-realm-lords/Hurakan-Windchargers-1|14"|4+|1|3||5||
